LEI	LEGAL NAME	STATE
254900R6K0SS2SKS4760	First Light Ventures, LLC	
5493009JDZ2LC7YC6O92	FIRST LIGHT FOCUS FUND, LP	
549300NEJLR5UFP5I585	FIRST LIGHT PRISM FUND, LP	
213800DU4H53TLWFVS29	FIRST LIGHT TRAVEL LIMITED	
213800AYEHHSYBMV4S39	FIRST FLIGHT FORWARDERS LTD.	
984500F137E2E8FC6775	FIRST LIGHT (BEALEY) LIMITED	
254900N84FERLDN9CQ78	First Light Capital PTE. LTD.	
254900R0UTKGCO2TS832	First Light Technologies Ltd.	
549300WRB87J6ZL6CO07	WESTERN VISTA	
549300D1J7LKHTPMAP41	WESTERN VINTAGE RV LTD.	
549300KYCIULNCIC9P08	Western Pistachio Corporation	
549300RMEQJVNY2YH756	BHCU	
969500TGV6D4PW3SC224	BHCA	
969500WA2QNNNXYXC422	BCUB3	
69940012N21TS5UU0R22	B-CUBE	
335800VDWSYVTUNWC965	BHUPENDRA ROAD	
3358005JL1Z3NKOEWE65	BHUSARI COLONY, KOTHRUD	
254900WWXFKGQKBWPD67	St Francis Ravelin	
549300UC3UMRJJV4T664	St. Francis Herb Farm	
254900THKYEA3MZWYS35	ST. FRANCIS WOODS, LLC	
549300BRD06FZCD8PD49	ST. FRANCIS CENTER, LLC	
54930043AW7JFNPI4R33	St. Francis High School	
213800ZI6TQXBWPCOZ41	ST FRANCIS LEPROSY GUILD	
335800SS7LB6ILNOUZ07	ST FRANCIS XAVIER CHURCH	
2138008GKGB6C38SS376	ST FRANCIS LEPROSY GUILD.	
549300WQRU63PQ7XAH83	St. Francis Hospital, Inc.	
213800O5CGFN73AHXH84	ST FRANCIS HOME FOR ANIMALS	
254900GFLXHDDM9OPV23	PUGET SOUND COOPERATIVE CREDIT UNION	
9695003QQCE9V2GW1N77	BORDEAUX SAVEURS	
969500VPZMIRT18DU998	BORDERES-SUR-L’ECHEZ	
254900HT8481QJTDBV94	Bonderstraat 37	
54930089SHQZN46JVX82	BORDEWIJKLAAN 15	
5493008I70R4G0GFWG31	BORGERHOUTSENDIJK 11	
984500C521FKF6DB7146	Borgerhoutsestraat 7	
875500YM5MUAU6ZFPP65	Boerderijstraat 24	
549300NRFBF7DSU0LE80	MEMBERS TRUST OF THE SOUTHWEST FCU	
5493001NQ0GST0ZOKE48	SAINT LAWRENCE HOUSE	
213800W49E8VOD5HOH94	SAINT LAWRENCE LIMITED	
984500C754E9ED9XQ232	SAINT LAWRENCE LODGE	
984500DA79C1B97ACF16	LANDINGS	
254900TG8BQM01WX3V93	Landingsveien 134	
984500BD60952C8D6625	LANDINSPEKTØR METTE BACH GLITZKY ApS	
549300KYXX0Q5FB1WJ27	LANDINSPEKTOR POUL MOESGAARD ApS	
529900PE29K8ZEBY9P97	Landungsplatz 11	
984500BF2CYA36E00652	Landing I LLC	
9845005C4E41U00X5930	LANDINGI INC.	
98450080A569EJ4D5902	LANDINSPEKTØR NIELS MALMSKOV ApS	
5493001J6VHFBW1ZS335	Kestucio Str. 47	
25490023WA330E7SHF42	Keistraat 66	
254900Z7KYVPOVML7Q32	KEST	
98450081C3C94775D676	Kestelstraat 176	
969500L9F5XXPIZLYS05	KENYS	
984500FQCCBF3CE1C642	Kerselarenlaan 210	
96950085150IGDUKB009	TONGA SOA	
815600D3C9A91BBAF377	TONGA SRL	
549300M7L1TTU1KKNV50	Tongass Trading Company	
391200NFMOBW2C5TMS07	Tonga Schifffahrtsgesellschaft mbH & Co. KG	
984500G8654A0U574E57	FILE	
969500BX6P5TL0YVKQ05	FALER	
969500A8WC91EUKFII16	FIBER	
969500HGBGFMQCO2O021	FIDER	
969500X5VDLRA9IOEB60	FIERT	
969500F9XNND1J0JNC25	FIGER	
969500SV264WX2I8VY46	FILEC	
549300BZLFWMGH8THU45	Pyramid	
9695009AUZQ1LKTNQI06	PYRAMIDES IV	
5299002CFPVFWJVMBK43	Pyramid AG	
549300L1CTMDJ3ZJKP25	Pyramidestien 8	
89450087BFIQFKFKHG12	PYRAMIDION	
5299007AERVRBA1O6W55	PYRAMIS SL	
894500L3UR5ZEEZDKL50	Peramide AB	
969500WYF3TZ53D5TN75	PYRAMIDE MH	
549300FGUI1NQCS1M144	Midwest Community Bank	
5493006VI8ZWLFWG2K57	JERSEY SHORE	
549300YHEI1EIYO6OO67	Jersey Shore State Bank	
254900LGASWRW89RIC40	Jersey Shore Ice Arena, LLC	
254900WZGI8W1LNMRV03	Jersey Shore Portfolio Management, LLC	
984500D69AC78D0D9O06	HIDDEN RIVER	
2549008G8EF9IICOC255	Hidden River OAM Holdco LLC	
5493007MURRUYDI58M87	MYGEORGIA	
549300N2BFCK87IZW394	GEOVISTA	
9845009B990CODE51137	GEOVITA GmbH	
549300695YQM2RBD6W04	Glovista Master Fund LP	
549300NU1PRBRQSO4R87	GLOVISTA INVESTMENTS LLC	
529900M31N4K4OKMEJ29	Glovista Investment Funds	
6488JWQ7Z9WS0609O063	GEOVISTA TECHNOLOGIES PRIVATE LIMITED	
549300BMFJ7ANFJ7MK47	Glovista Emerging Markets Equity Fund	
8156001D3855C8A4EA04	GEOVESTA SOCIETA' A RESPONSABILITA' LIMITATA	
5493002OB0IBDQITXG78	GLOVISTA FUNDAMENTAL EMERGING MARKETS EQUITY FUND	
81560097F0FBE6603A88	GEOVITA FUNCTIONAL INGREDIENTS S.R.L. ABBREVIABILE IN GEOVITA S.R .L.	
969500HDECZ34ZOPLS76	F3D	
69940077SYR9DP6ABN78	F3T	
969500OYP063NOO2L544	F32J	
969500RYOBFH1LFLKW08	F3AM	
815600266F74B6C98E70	F3 SRL	
15952DL6E6T38C7I7869	F3J KG	
9845001E5C979CCA8F65	F3M CB	
64889PRH3XP89100XB36	F3 FIRST FLOOR, 11, LAKSHMI NAGAR	
5299006T2TB4UKWKAY15	F3 GmbH	
335800IOREJZJ94TN706	SRI	
6994000LQA7L4WPQTQ30	PANTEK	
213800BRJPBBURHXPV65	PANTEN	
9676006HLVIT8CTB6W27	PANTECH	
875500F6E9QY4UT0YP97	PANTERA	
894500UULZCFJHM74B91	Panteras	
5493003DDM787M41LV96	PANTEBREVSSELSKABET TELSE ApS	
984500A8A0D5D842B445	PANTER AS	
7245004BKQMQV4BEZS75	Panterlaan 8	
959800WVEEQ4MLVBQT80	PENTEX SL	
969500TJO20D65DAAV28	CACL	
969500BB5ZH7LFB2BL43	CACI	
969500KHJ8FUJF0MY185	CACM	
8945000SMWH0RSWN7B03	Cailloux-sur-Fontaines	
529900P36GLV1JJPYW02	BULLD OG	
815600E2532657CCC228	BULLDOG S.R.L.	
254900ZMBOUUBQND1Y15	BULLDOG BAG LTD.	
2549004ZJG5NKKPZCW17	BULLDOG GROUP LTD	
254900UUZEQ37QMNEY46	Bulldog Bros., LLC	
8945006KC50P41HRAQ96	Bulldog Invest Ivs	
54930010WUPINM5R9U12	Bulldog Metals Ltd	
2549007F42LENEOLCJ03	Bulldog Solar, LLC	
254900QRTVLYV3YBWO98	BULLDOG VANVES SCI	
9845006A51E1I85FCS10	BULLDOG AGRI DK ApS	
5493005DFXO7V7YOKJ57	CENTRAL STATE BANK	
2138009ETIDGWQCZXR95	CENTRALSTATE LIMITED	
549300WAGOF6UWT5D423	CENTRAL STATES WIND, LLC	
254900Q9OGO5Z0CLLF57	Central State Credit Union	
5493002G8VWSH2HJL406	Central States Tower II, LLC	
254900560B30FXNUIT64	Central Station on Orange LP	
549300Z77K5KDYL08I07	Central States Tower III, LLC	
54930098LKWFGTYDO198	CENTRAL STATES ENTERPRISES, LLC	
549300BJ74XG8DTY1M53	Chaffe McCall, LLP	
5493005CX9I6PCLSD264	CAFFEY HOLDING ApS	
984500D9U114E0AC2B91	CHAFFEE FARMS, LLC	
984500CC84F68R6C0D19	CHAFFERS (BLANDFORD) LIMITED	
967600K0JD6JIELVRF39	Chaffey Federal Credit Union	
894500FPZYYYSNX47H24	CLAFFEY HORIZON HOLDINGS LIMITED	
254900NMX1W13UVY5T73	Caffey Distributing Company, Inc.	
98450004567D5F6B9C79	Chaffey	
335800YV8CHKQE3BYT77	NEW DIMENSIONS	
529900KN793E7XYMJW09	New Dimension	
2138008X53CIF8M1KF46	NEW DIMENSION 114 LIMITED	
3912002YDZY8XBZFPV36	New Dimension Marketing GmbH	
815600C962CDBAEA4A34	NEW DIMENSION PLASTIC S.R.L.	
984500F26CEA76BF3639	NEW DIMENSIONS TRADING LIMITED	
549300468NHFPY1DF404	NEW DIMENSION FUND VARIABLE CAPITAL INVESTMENT COMPANY LIMITED	
549300PV90PV65OLDL82	MICHIGAN ONE COMMUNITY CREDIT UNION	
9845002D6UAKDF3C9A38	CAL-COM	
98450084DYA9F6676A25	CALUCOM	
98450099WA7AA9FF1X78	CL COMPANY	
959800KM0N47DETHWZ14	CAL COFA SL	
836800OF5S3EV0Z4U547	Cal-Comp Electronics & Communications Company Limited	
549300HGIQPH2HW2Y609	CAS COMPUTER ASSISTED SYSTEMS GMBH	
959800XFSNZQABB2K927	CL COMARCA DEL AMBROZ 10	
959800KNDMRFAM32ES17	CL COMTES DE BELL-LLOC NUM.189-195	
9598005DHDNSC5FP9545	CL COMTES D'URGELL 14	
9598009FUZDJ46TEA932	CAL COBACHO SL	
254900QJ8WRNTLVW7F40	Expedition Fund I SP	
254900PFD03CU51US590	EXPEDITIONPEP LIMITED	
724500DMT063T9M7IQ04	Expeditio Holding B.V.	
254900E01NSQ6T7WDM16	Expedition Credit Union	
254900MS0NRQOZSL4E34	Expedition Loan Fund LP	
894500A4LSM7P6X8XF95	EXPEDITION HOLDINGS INC.	
549300WR4V1ICM826H41	EXPEDITION TRADE PTY LTD	
254900IATRAHOTCZ7L55	EXPEDITIONS FUND II SCSp	
254900V92RFVP9FYFW28	EXPEDITION SEC II LIMITED	
894500QMHGTWTVLGNJ28	EXPEDITION ENTERPRISES LTD	
7245003IJH5X2CPSYM32	Northern Skies B.V.	
894500GK0NQ4CKBRSI70	Northern Skies Business Partners OÜ	
69940020Y0PN1YL97R70	CATHOLI	
8945005126W2XQ13EF18	CATTOLICA (RN)	
213800A77ZGS15EOBQ41	CATHOLIC BISHOPS, CONFERENCE OF ENGLAND & WALES	
RV2KCMRGYKSCKT5REH48	CATHOLIC HEALTH PARTNERS	
549300YH2ZZ1LE34Z968	CATHOLIC MISSION	
969500UT9VH8RDLDLA17	CORASON	
391200IQFKYZ8IDBGB07	CONAZO AG	
95980083JTMCKUQ0Z584	CORAPOL SL	
959800RYKD6RS2533296	CORZON S.L	
529900NEFXZQ49COQ872	CORACO GmbH	
724500LGKEYW4MFJY966	Corajo B.V.	
743700S40RYN7AD1V283	Corapoff Oy	
959800UVX2X34211Q145	CORAZON DE MARIA 67 LOCAL 2	
959800PGK65Q58PMB179	Corazon de Jesús 7 1º	
5493000VGTLMMLXLP518	CHROME	
969500B36EATZE51TT05	CHOMETTE FAVOR	
969500SR52ZFKPFG7W25	CHROMATICS	
969500ZK5BT3BZW8PU44	CHOMETTE	
969500VRK99VQV2I5E71	CHROMIUM	
984500C36A1472D8BB09	CHOME SRL	
724500G0Q5X1GTOTJY06	Chromerij 31	
254900GQFOT1ELKD9495	CAROMET SA	
894500SCTVPAM7QQ2B22	CHOMEL-JBG	
636700FPV1YNTS33WO21	Sunlight AB	
549300QPMFHJHJM7Q197	Sunlight Tower	
984500985136DU250C74	SUNLIGHT FAB	
335800ZNYSZJXHZN3J55	SUNLIGHT DIAM	
9695000DJCGR9W7VTJ67	SUNLIGHT S.A.S.	
335800TXZCP8TUG1A351	SUNLIGHT TIMBERS	
984500FUA6ECE50NC775	SUNLIGHT MINERALS	
984500F874A1C5648B70	SunlightShop	
984500836K4AB1DA9324	Sunlight Energy OÜ	
254900YFC40OT6QGJ198	Charity - Public Foundation	
549300DYPL1Y6322CQ98	CLARITY ApS	
254900DQ1HJOMPJLZR17	Claroty Ltd	
549300E22FDOL3N70H22	Clarity Trust	
815600EA7A62F851BE13	CLARITY S.R.L.	
213800CWLRJW1T2R7U88	CHARITY - UNINCORPORATED ASSOCIATION	
8156003622F03F408F59	CLARITER S.R.L.	
254900FDN5GT0HEKMT95	WESTERN DIVISION FEDERAL CREDIT UNION	
894500USR5K8223LOS51	CAMPBON	
894500SR5OYOT4ZJHW39	Camposanto	
254900ZDBAG7P2LPYL65	CAMPHORA	
254900G99DOXMKKEMF88	Campionlei 25	
894500OAPJLPSVLA4204	CAMPO 38	
391200K11BVAS3LAUV86	CaMPO KG	
969500PA0DO87A1AP585	CAMPOFEL	
969500NLPD317G2ZZ938	CAMPOSOL	
391200DMQ5G6XZPQGL41	CapCo AG	
391200ZX0I3UISQACX50	Naheland Immobilienentwicklungsgesellschaft mbH	
549300PO3C9QOD6CBZ14	BALLINGSTRAAT 118	
2549001DNFYMFK6JKA62	Billingstadaasen 40	
549300M1DC45FJD8I476	Ballingslöv Kungens Kurva AB	
54930031J0Z4IG9PQZ65	Texas Gulf Bank, National Association	
549300QBV10SC3TEU133	CAROLINA FOOTHILLS	
549300K6MDR5BGOE0B97	ALABAMA CENTRAL	
549300EBDJ0OSO5L7O79	ASSOCIATED SCHOOL EMPLOYEES CREDIT UNION, INC.	
549300U1BTGE4PJ8EK24	STARK	
984500879D57B8C9S996	Sarkhej Gandhi Nagar Road, Crowne Plaza	
969500C5X0IHGO0VUR83	STAR PIECES	
969500CBUJHD71585091	STARD	
5493006C55WUHGKZX458	ALCENTRA NY, LLC	
5493006W8VSE56QP8034	ACCENTIA AB	
549300BCHDC5HOSTA212	Accenta Aktiebolag	
335800292GRGG1NCXY18	ACCENT APPARELS	
7245007R5SG7NIQU4810	Accent Aigu B.V.	
213800YYK1XCCVV1EW13	ALCENTRA S.ÀR.L.	
549300FVINPSTWV88Y77	Alcentra SV II S.à r.l.	
724500RZYWZCHB02EY64	AcentrA Promotions	
635400OCU4JDI7BRZ872	Alcentra ECOF Sarl	
21380024WG2BZ1JDE239	ALCENTRA FLANDRE LIMITED	
549300LL0P3NQ5Q2UF60	LONG BEACH FIREMEN S	
391200THHYBUZBAJP113	Red Dingo GmbH	
6488OI2W3W40BL23T221	Redwing Farm	
2549002CYF3REMAP3K96	Redwing Farm Lanterns Lane	
5493006ZY6HYP34EI224	Redwing Land Company	
549300WWHMVXF7H4VE78	Red Wing Grain, LLC	
984500BF5D2C3ABEF745	REDWING BIOWARE LLP	
724500NHHCIU77MKR117	Redwing Holding B.V.	
335800VS9A3Y2BRFQY79	RED KING KNIT (INDIA)	
549300HIQFQDTNNY6967	LISBON COMMUNITY	
9695003OEPUPHX9YYI09	MARCO POLO BAT B ZAC FONT DE L'ORME I	
969500A5EBRBF7SGAD91	MARCO POLO BT D1	
699400B5BJT0D62MKM50	Mercuriuslaan 1	
5493008SOO2YKR5KN906	MERCURY COMPUTER SYSTEMS, SAS	
894500BQHZ2VQ6ZUYE65	U P STATE SUGAR CORPORATION LTD	
33580018J4TJ3BIT7679	U P STATE WARE HOUSING CORPORATION	
3358001MHS8I3F68M351	U P STATE WAREHOUSING CORPORATION EMPLOYEES PROVIDENT FUND TRUST	
3358003PFQAHYIXLWD27	U.P. STATE CONSTRUCTION AND INFRA DEVELOPMENT CORPORATION LIMITED CONTRIBUTORY PROVIDENT FUND TRUST	
549300N4Y8SZTX37AW62	FIRESTONE	
98450068C1DE8B1D8084	Firstone AB	
74370007ZXZ248XGNU46	FirstOne Oy	
5493004P60NXMLXK5Z61	Fir Stone Inc.	
529900RYX4XYMS56SN75	Firestone GmbH	
549300JPH64K28A5LG36	FIRESTONE DE, LLC	
984500D40E3WAEE82D07	FYRESTONE LIMITED	
506700S42N6393PHU526	Firestone Invest GmbH	
6367008ZBJNWDCLYP250	Vicinitor AB	
636700CRRNWV29PUZS83	Vicinity Invest AB	
5299008R4P73LKJXO730	Vicinity NVN Trust	
89450065KBHZNHDE2E40	VICINITY REALTY LLP	
549300WYTKQNYQWFQG19	VICINITY ENERGY INC.	
5493002165DBMB678B39	Vicinity Motor Corp.	
549300P04I5VHOPYZM17	VICINITY FUNDS RE LTD	
254900YANM8VTQCFYX66	VICINITY CENTRES TRUST	
254900LL1250SWI7I785	Vicinity Property, LLC	
549300BDKI26YHJWV021	VICINITY APARTMENTS LLC	
959800V0B8J3J2E8RA90	ANAKONNIA SL	
335800HQ5N5JDBYSTT38	ARAKONAM ALAMARAM STREET	
549300B1D1WC8ML5ER86	AWA Konsult Aktiebolag	
9845007S281X62F07496	AWAKEN INTELLIGENCE LIMITED	
724500BLFXWU0POJ3929	Awakening B.V.	
7245006H6ZVGJI2KKY56	Awakenings B.V.	
549300TZIE4DRFXLTB67	Awaken CTTE, LLC	
894500TNHF2X1KQ5BL14	Amakon Holding ApS	
984500C5436536CE3938	KAUAI	
9845009BA90D0FE4A708	Kaulillerweg 48 bus A	
300300FCDZBE6UP9ED24	kuai shou ke ji	
984500DD79ACF8DD3720	KAVAI	
64884C4CTAL73X8W7971	KALAI TRAVELS	
9845008X75E9B8539F63	Kauri tee 8/1-3	
87550011VKXN37F6V570	KAAI 22	
54930047C62INWFYCF40	SPIRIT OF ALASKA	
549300B3J2ZHX7QFH171	TruNorth Bank	
984500N9B137C47FD870	TRUWORTH HEALTH CARE	
9845003ME1504791D154	TRUENORTH HOLDING AS	
54930048I9FXR9EFWU89	Truenorth Nordic ehf.	
549300FHR1UL8K8PJH69	TRUNORTH NURSERIES, LLC	
549300F5GE4CUCLJSQ84	TRUENORTH COMPANIES, L.C.	
5493008V7WXVYNBUOY95	TRUENORTH REAL ESTATE, L.C.	
3358001R1FWBMOWVUQ66	TRUWORTH IMPEX PRIVATE LIMITED	
5493005JH30JPUGSG495	CENTRAL VIRGINIA	
549300B3549US2DL7U48	CENTRAL VIRGINIA ELECTRIC COOPERATIVE	
5493009U7VIT7UF4QH15	ONTARIO SHORES	
549300VEXSWLQB1TM843	COLORAMO	
254900RKRY7TU0MQRS59	Colorado Premium Foods	
5493008HQEAI2AXIVY89	Colorado Tubulars/Aztec Pipe LLC	
549300VYJ7HUF1UEQ579	COLORADO SP	
8156009C7591A4E92A02	COLORADO SRL	
391200HOF195AH2RFZ56	Colorado Holdco	
54930036KTDFY5NDBW10	PRIORITY TRUST	
969500IZOMHDVQWC2E91	EC7	
967600TQ3L5TMYGL9640	ECE	
5493006NZJ4MP6N50L20	ECG	
875500EVKCE8SRA7ER34	ECI	
549300XZEU2LB7FLWW04	FOUR POINTS	
969500GQI50Q1Z5Q9E43	FOURPOINTS	
335800X9TDVNGTT4IF51	FOUR POINTS BY SHERATON ROAD,	
9695005L2U66SXZN2903	FOURPOINTS EQUILIBRE	
969500LNJQS3V7MXZA80	FOURPOINTS AMERICA	
254900ZCDQDZOPQWOS18	Four Points Hotel, LLC	
549300OW90HLJG1I8H07	Four Point Solutions Ltd	
549300U4EQSH700I1044	MIL-WAY	
724500H2HPSXUAS7BH79	Mileway B.V.	
894500ZNZ8BCF28GVM21	MILLWAYS LTD	
213800JZDNOGVP9BJJ65	MILEWAY FINCO I LTD	
213800BMWX1ENO1U5O34	MIL (CAYMAN) LIMITED	
2138004SLOT7K7WA2Z27	MILEWAY FINCO II LTD	
875500QRYUIQ63W5FI44	MILWAYS GOLD LIMITED	
213800FXDIR2DW7EN959	MILEWAY VANTAGE 1 LTD	
213800DDWO4RWWIGXQ54	MILEWAY VANTAGE 2 LTD	
213800MUA9RJL8JXVF78	MILEWAY UK FINCO I LTD	
54930067K4Z4NIZ4W068	RIVER WORKS	
549300Y8RD8GEUZVG080	Riverworks Watertown Holdings, LLC	
959800AA862GSAGJJJ45	PUERTO RICO 6C 4A	
959800AH34GY40FBK322	PUERTO RICO 3	
959800CUDQFM8N8KB293	PUERTO RICO 16 6	
254900BKL25WFPE99N66	Puerto Rico Department of the Treasury	
959800SKQT1XWP3U5N82	PUERTO RICO S.A.	
2549003R8BL0R4S41X56	Puerto Rico Dept of Treasury	
959800K5TZSN7406HZ94	PUERTO RICO PARCELA 87 C	
959800SZ65VH1ZDADE84	Puerto Rico 4	
3912005E70ICH7E5O462	Safe Harbor GmbH	
7245008IKFEA4IIWFM90	Safe Harbour B.V.	
2138008QUU5VU5VMLO84	SAFE HARBOR RE LTD.	
549300PZCUU23R6FN339	Safe Harbor Global Ltd	
636700903KX4XOIDST20	Safe Harbour Invest AB	
549300X330XWIC4C6X58	Safe Harbor Marinas, LLC	
5493008MVLG56SCSVZ34	Safe Harbor Partners, LLC	
529900HNO8OE0SJNEG16	Safe Harbour Holding GmbH	
213800AU26HH5KXBS796	SAFE HARBOUR HOLDINGS PLC	
5493007B6IZFBCQ9CG35	Safe Harbour Finance Limited	
549300CZVVHZY16D5T08	CINCINNATI OHIO POLICE	
7245006TI1LXSHTW7P59	Sierra Pacific B.V.	
549300WDDKEXOHTWRW72	Sierra Pacific Industries	
QB888G5GSVGE1LD1WV84	Sierra Pacific Power Company	
254900HQMTBYIUI6WU53	SIERRA PACIFIC SECURITIES, LLC	
549300C8QFLTBZ6FPG70	Sierra Pacific Land & Timber Company	
254900TTZ395IC926125	SIERRA PACIFIC MORTGAGE COMPANY, INC.	
549300CG2MOVC1515H95	SIERRA PACIFIC ORTHOPAEDIC CENTER MEDICAL GROUP, INC.	
254900L4QQHFA6KR4D05	CONSERVATION EMPLOYEES CREDIT	
6488KWE2W38I5V8B6598	RICON	
9845000DD501F98IDD23	Riico Indu. Area, Plot No. G1-251, Khushkhera	
648828HD4M27MVHZ5538	RIMCO	
96760046BP77N7NPKW25	Ritco	
969500OA1X3FKU25QZ93	RIPCUL	
549300HFIB2GRUMDID72	Ricoh Company, Ltd.	
222100CLF0DPINQY1M94	Private Equity Plus - B	
9845008DAB63EC755C80	Papenhofstraat 15	
969500D4PQUFRP605A61	PASS ST JACQUES 26-28	
9845009YD434604F8F95	PC	
549300CKKPTDS03YHG30	FIRST TRUST	
549300ECBBNNKLLJXO41	First Trust Bank for Savings	
549300LST8NILRG2KK70	First Trust Exchange-Traded Fund - First Trust ISE Water Index Fund	
549300OPL6VLXU4Q2D94	First Trust Chindia ETF	
549300RL1B5O4HI4N885	First Trust Series Fund	
529900QUKT5AVBCM7472	First Trust Services AG	
549300BBI763OM6J3193	Employee Resource Group, LLC	
789000RARGNTUMUYQN15	SJP	
549300S9FKL431GGXZ11	NAVEO	
984500AADF9E4BB7FB31	Naleo	
9695007STX0P835M8171	NATEO	
959800BG9BEX49MF8402	NAVE 1 POSTERIOR	
969500ZK87H6Z0C2SJ02	NAVEX	
254900UWLY2CA0PIU773	NAVEAU	
969500TQDGY96S8ORW46	NAVEMY	
875500UADPPOWSR9YE43	NAVEST	
213800AB6LKABCDPY204	COMPASS COMMUNITY LTD	
254900UMSXZ81TBBHJ36	Long beach	
549300YUU0IU6KDJB450	Long Reach Galleon Boulevard	
9845001B8BD056390D31	Longreach	
549300PPB0OYKABEWE77	LONG BEACH STAR, LLC	
969500270M9UCIEOHI98	MAS D AUGE	
9695000XMPQESCLMJO06	MAS SISQUEILLE OUEST	
549300KGWK2C69R8ZN27	NORTHWOODS	
549300YPHYCCSU484796	northwood	
984500C040DCDFCB1347	NORTHWOOD LTD	
213800586XZTCXYLFQ28	NORTHWOOD, MIDDLESEX	
549300USXDZ5FGJLUV88	Lincoln County	
549300YCFNKP1R1CJM30	LINCOLN COUNTY FEEDYARD, LLC	
549300ZJTYH7PST5J549	Lincoln County Wind Project Holdco, LLC	
9845004C55EF78F49590	ElliFi OÜ	
7245008RN5OQ25P1L446	Ella Fitzgeraldlaan 43	
894500DK8JCPHLC9RO22	ELL FINANCE	
391200JCPABK6QANC475	ellamind GmbH	
7437004J8WO9ZGPZ8872	Ellanintie 6	
254900TIX9FR1OKV8N68	ELAFINVEST LTD	
8945007VLULE3BSP6E23	Ella Finans AB	
636700IJWKG2JG3MKS12	Ella Invest AB	
54930071SJG7ULXF0D65	Ellaville, LLC	
549300WZ52BRI4SOYA27	Magnolievangen 94	
984500D153AE2DBB8B95	Magnalia	
8945003KKBUA2Q2AUQ61	MAGNOLIAS	
506700ZYOKV2Q76T5K67	Magnolienstrasse 6	
724500MEPEJSVLB30C27	Magnoliastraat 4	
894500X4ICYBEGO4MP29	Magnoliavej 13	
549300YOCINIK5RN6R57	GATEWAY METRO	
98450000DDFY4DQ97835	Excelsiorlaan 75-77	
8755000KRJMA5Y64G337	Excelsiorlaan 4b	
969500IB84LFSU0BNS28	EXEL	
254900TUTA7ERCSGZH48	EXCELSIORLAAN 31	
969500MX5WEPQ7NF5M07	EXCEM	
969500RD0MULKGJ93Y47	EXTEL	
894500T9MJNTL910FM15	EXXEL	
300300MQV6XU80IBDR77	Excel Sage Limited	
984500A4I64438FNFD65	EXCELLENT BIO TECHNOLOGIES	
9676008V1PV9V200DC77	ACCENT	
300300WBVGZIXEF27W64	Ascentage Pharma Group International	
984500ER0FA37A9BF483	Asenta	
549300G1JUZ0JPF8EX41	ACSENTO	
254900UYSTAQHSMVBX91	ASCENDO	
549300HPNVBW1I1AQS62	Åsentunet 6	
54930007UGXYFVEVLI55	ACCENTIS	
984500A2EF5AQCE36A96	AKCENT 2	
549300PHFI20T3WJRO63	ASCENCIO	
969500OD5MV38J94V741	Centre d'Affaires le Forum	
969500RU2F366AGAG757	CENTRE D'IMAGERIE MEDICALE DU DOCTEUR PETKOVA	
549300IPSAKG58O7WQ13	Center for Døve	
969500X7G6FZGPM1XD08	CENTRA 281	
96950000LKREY8B7VH88	CENTRE COMMERCIAL CHAUDEAU	
969500LZKV6A8I904L83	CENTRE COMMERCIAL DES CHENES	
5299006G9QXJJQ0YD030	Vivace SICAV RAIF - AR	
5299009OBH1X48G2TC82	Vivace SICAV RAIF - PD	
529900IFT2BB59745663	Vivace SICAV RAIF - PE	
529900Q6583WZDPKCB58	Vivace SICAV RAIF - RE	
81560023D6AFF8590585	VIA ALBERICO ALBRICCI N. 8	
549300WIUM7ZRD6OV340	WINNEBAGO COMMUNITY	
549300HOPKX8O1S8MJ63	RIEGEL	
9695006QS5N73PUJJ021	RIGEL	
9695007B4R7TA7NGZM94	REGELAV	
969500AQQ0P9D0G0V383	RIGELIA	
969500C14KJ8DPF67N41	REGELTEX	
254900RQSHQ1XAFB3772	Riege du Bois Chapelain 12	
9845000BH46F015C3C61	Riegeler Straße 14	
875500O8895RZVU9LP24	Riegelstrasse 66	
529900O1GM8IKGILUZ29	Riegelweg 1	
64885M80QFXG4UH21003	SPACE AGE INFRA	
9845004E4D4C3A0BBC35	Space Agency OÜ	
254900SK49EO8BAZJZ97	SPACE AGENT 69 LIMITED	
5493001IQO4MQ6J4U450	SPACEAGE SYNTHETICS, LTD.	
335800TJFQ4CESJF6991	SPACE AGE PLASTIC INDUSTRIES	
254900CCA1QSI5J1ZY32	Space Age Federal Credit Union	
98450063PE1C872AFD67	SPACE AGE PLASTIC INDUSTRIES LIMITED	
984500AC3FG9Y6CEC847	SPACEAGE STORAGE CONCEPTS PRIVATE LIMITED	
335800WGNL4BEWDYFB11	SPACE AGE ASSOCIATES POWER-INFRA PRIVATE LIMITED	
9845000EC6A8FE1B7684	Blue Castle	
213800NFZPE6QTKVP987	BlueCoast OU	
815600E578CC6A5D1525	BLUE COATING SRL	
549300XJ8XH22WMT2E38	Blue Coat Holdings, Inc.	
2138009MMOIM8BKK6888	BLUE COAST (GP) LIMITED	
213800TDVLC6QOYOEF76	BLUE COAST STRATFORD LLP	
213800VX5CQOMA5ZBS11	BLUE COAST CAPITAL LIMITED	
2138009PF9QFV4RVUI14	BLUE COAST FINANCE LIMITED	
2549003PIV1YRQ5H1559	Mountain Laurel Co. Ltd.	
549300X6P72EIW8AE318	MOUNTAIN LAUREL PLAZA ASSOCIATES	
5493006NROCPZC1KJZ13	MOUNTAIN LAUREL FUNDING COMPANY LLC	
